,trial_type,trial_index,time_elapsed,internal_node_id,rt,stimulus,key_press,responses,correct,choices,correct_choice,trial_duration,response_ends_trial,number_of_apertures,number_of_dots,number_of_sets,coherent_direction,coherence,opposite_coherence,dot_radius,dot_life,move_distance,aperture_width,aperture_height,dot_color,background_color,RDK_type,aperture_type,reinsert_type,frame_rate,frame_rate_array,number_of_frames,aperture_center_x,aperture_center_y,fixation_cross,fixation_cross_width,fixation_cross_height,fixation_cross_color,fixation_cross_thickness,border,colour_config,rotation_config,border_color,canvas_width,canvas_height,stair_coh1,stair_coh2
1874,html-keyboard-response,1874,1505756,0.0-19.0-0.0-14.0-1.0-0.0-0.0-1.0-2.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1875,html-keyboard-response,1875,1506364,0.0-19.0-0.0-14.0-1.0-0.0-0.0-1.0-3.42,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1876,html-keyboard-response,1876,1506623,0.0-19.0-0.0-14.0-1.0-0.0-0.0-1.0-0.43,,"<div style=""font-size:60px;"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1877,RDK,1877,1507224,0.0-19.0-0.0-14.0-1.0-0.0-0.0-1.0-1.43,599.5349999866447,,75.0,,True,"k,p",k,4000.0,True,2.0,100.0,1.0,"90,90","0.07740319523236903,0.17261279046092465",0.0,2.0,7.0,2.0,140.0,550.0,"white,white",gray,2.0,4.0,2.0,13.39636363660578,"[16.015000001061708,13.395000016316772,13.344999984838068,13.285000022733584,13.324999978067353,13.37000000057742,13.165000011213124,13.40999998501502,13.280000013764948,13.405000005150214,13.340000004973263,13.314999989233911,13.32999998703599,13.37000000057742,13.325000007171184,13.260000006994233,13.455000007525086,13.309999980265275,13.340000004973263,13.355000002775341,13.280000013764948,13.399999996181577,13.355000002775341,13.234999991254881,13.41000001411885,13.294999982463196,13.44999999855645,13.245000009192154,13.314999989233911,13.310000009369105,13.379999989410862,13.269999995827675,13.365000020712614,13.52999999653548,13.24999998905696,13.340000004973263,13.345000013941899,13.514999998733401,13.204999995650724,13.324999978067353,13.260000006994233,13.464999996358529,13.145000004442409,13.355000002775341]",44.0,960.0,468.5,False,20.0,20.0,black,1.0,True,2.0,"45,-45",black,1920.0,937.0,,
1878,html-keyboard-response,1878,1507776,0.0-19.0-0.0-14.0-1.0-0.0-0.0-1.0-2.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1879,html-keyboard-response,1879,1508378,0.0-19.0-0.0-14.0-1.0-0.0-0.0-1.0-3.43,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1880,html-keyboard-response,1880,1508629,0.0-19.0-0.0-14.0-1.0-0.0-0.0-1.0-0.44,,"<div style=""font-size:60px;"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1881,RDK,1881,1509350,0.0-19.0-0.0-14.0-1.0-0.0-0.0-1.0-1.44,719.8199999984354,,80.0,,True,"k,p",p,4000.0,True,2.0,100.0,1.0,"-90,-90","0.07740319523236903,0.17261279046092465",0.0,2.0,7.0,2.0,140.0,550.0,"white,white",gray,2.0,4.0,2.0,13.288425925700855,"[10.744999977760017,13.38500002748333,13.199999986682087,17.755000008037314,9.064999991096556,13.305000000400469,13.299999991431832,13.350000022910535,13.35499997367151,13.41000001411885,13.284999993629754,13.319999998202547,13.305000000400469,13.395000016316772,13.219999993452802,13.420000002952293,13.269999995827675,13.32999998703599,13.360000011743978,13.299999991431832,13.375000009546056,13.325000007171184,13.314999989233911,13.355000002775341,13.384999998379499,13.384999998379499,13.29000000259839,13.379999989410862,13.345000013941899,13.21000000461936,13.429999991785735,13.394999987212941,13.265000015962869,13.325000007171184,13.40999998501502,13.345000013941899,13.240000000223517,13.404999976046383,13.260000006994233,13.41000001411885,13.374999980442226,13.21000000461936,13.420000002952293,13.360000011743978,13.294999982463196,13.300000020535663,13.40999998501502,13.245000009192154,13.405000005150214,13.314999989233911,13.284999993629754,13.414999993983656,13.300000020535663,13.314999989233911]",54.0,960.0,468.5,False,20.0,20.0,black,1.0,True,2.0,"45,-45",black,1920.0,937.0,,
1882,html-keyboard-response,1882,1509902,0.0-19.0-0.0-14.0-1.0-0.0-0.0-1.0-2.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1883,html-keyboard-response,1883,1510510,0.0-19.0-0.0-14.0-1.0-0.0-0.0-1.0-3.44,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1884,html-keyboard-response,1884,1510769,0.0-19.0-0.0-14.0-1.0-0.0-0.0-1.0-0.45,,"<div style=""font-size:60px;"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1885,RDK,1885,1511279,0.0-19.0-0.0-14.0-1.0-0.0-0.0-1.0-1.45,508.8549999927636,,75.0,,False,"k,p",p,4000.0,True,2.0,100.0,1.0,"-90,90","0.2500159856932937,0.17261279046092465",0.0,2.0,7.0,2.0,140.0,550.0,"white,white",gray,2.0,4.0,2.0,13.111578947772564,"[4.970000009052455,13.390000007348135,13.294999982463196,13.21000000461936,13.280000013764948,13.284999993629754,13.355000002775341,13.364999991608784,13.284999993629754,13.520000007702038,13.234999991254881,13.355000002775341,13.25000001816079,13.469999976223335,13.415000023087487,13.19499997771345,13.365000020712614,13.355000002775341,13.339999975869432,13.260000006994233,13.430000020889565,13.229999982286245,13.399999996181577,13.430000020889565,13.349999993806705,13.189999997848645,13.310000009369105,13.419999973848462,13.365000020712614,13.334999996004626,13.355000002775341,13.319999998202547,13.244999980088323,13.430000020889565,13.344999984838068,13.215000013587996,13.399999996181577,13.275000004796311]",38.0,960.0,468.5,False,20.0,20.0,black,1.0,True,2.0,"45,-45",black,1920.0,937.0,,
1886,html-keyboard-response,1886,1511833,0.0-19.0-0.0-14.0-1.0-0.0-0.0-1.0-2.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1887,html-keyboard-response,1887,1512235,0.0-19.0-0.0-14.0-1.0-0.0-0.0-1.0-3.45,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1888,html-keyboard-response,1888,1512486,0.0-19.0-0.0-14.0-1.0-0.0-0.0-1.0-0.46,,"<div style=""font-size:60px;"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1889,RDK,1889,1513012,0.0-19.0-0.0-14.0-1.0-0.0-0.0-1.0-1.46,525.0850000011269,,80.0,,True,"k,p",p,4000.0,True,2.0,100.0,1.0,"-90,-90","0,0.6",0.0,2.0,7.0,2.0,140.0,550.0,"white,white",gray,2.0,4.0,2.0,13.225384615510944,"[9.06000001123175,13.324999978067353,13.240000000223517,13.405000005150214,13.299999991431832,13.405000005150214,17.50499999616295,9.190000011585653,13.325000007171184,13.264999986859038,13.299999991431832,13.350000022910535,13.379999989410862,13.555000012274832,13.154999993275851,13.310000009369105,13.339999975869432,13.380000018514693,13.324999978067353,13.190000026952475,13.435000000754371,13.359999982640147,13.360000011743978,13.424999982817098,13.25000001816079,13.29000000259839,13.319999998202547,13.399999996181577,13.240000000223517,13.44999999855645,13.240000000223517,13.340000004973263,13.514999998733401,13.305000000400469,13.324999978067353,13.384999998379499,13.300000020535663,13.314999989233911,13.230000011390075]",39.0,960.0,468.5,False,20.0,20.0,black,1.0,True,2.0,"45,-45",black,1920.0,937.0,,
1890,html-keyboard-response,1890,1513565,0.0-19.0-0.0-14.0-1.0-0.0-0.0-1.0-2.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1891,html-keyboard-response,1891,1514173,0.0-19.0-0.0-14.0-1.0-0.0-0.0-1.0-3.46,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1892,html-keyboard-response,1892,1514432,0.0-19.0-0.0-14.0-1.0-0.0-0.0-1.0-0.47,,"<div style=""font-size:60px;"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1893,RDK,1893,1514916,0.0-19.0-0.0-14.0-1.0-0.0-0.0-1.0-1.47,483.25499999918975,,75.0,,True,"k,p",k,4000.0,True,2.0,100.0,1.0,"90,90","0,0.2500159856932937",0.0,2.0,7.0,2.0,140.0,550.0,"white,white",gray,2.0,4.0,2.0,13.247083333327383,"[9.98000000254251,13.429999991785735,13.269999995827675,13.334999996004626,13.380000018514693,13.349999993806705,13.334999996004626,13.380000018514693,13.48999998299405,13.540000014472753,12.784999998984858,13.454999978421256,13.340000004973263,13.319999998202547,13.575000019045547,13.524999987566844,12.979999999515712,13.314999989233911,13.315000018337741,16.50500000687316,13.204999995650724,13.229999982286245,12.595000007422641,11.185000010300428,13.314999989233911,13.240000000223517,13.41000001411885,13.309999980265275,13.340000004973263,13.315000018337741,13.244999980088323,13.49000001209788,13.420000002952293,13.179999979911372,13.33000001613982,13.479999994160607]",36.0,960.0,468.5,False,20.0,20.0,black,1.0,True,2.0,"45,-45",black,1920.0,937.0,,
1894,html-keyboard-response,1894,1515469,0.0-19.0-0.0-14.0-1.0-0.0-0.0-1.0-2.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1895,html-keyboard-response,1895,1515870,0.0-19.0-0.0-14.0-1.0-0.0-0.0-1.0-3.47,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1896,html-keyboard-response,1896,1516121,0.0-19.0-0.0-14.0-1.0-0.0-0.0-1.0-0.48,,"<div style=""font-size:60px;"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1897,RDK,1897,1516480,0.0-19.0-0.0-14.0-1.0-0.0-0.0-1.0-1.48,358.48500000429334,,75.0,,True,"k,p",k,4000.0,True,2.0,100.0,1.0,"90,90","0,0.2500159856932937",0.0,2.0,7.0,2.0,140.0,550.0,"white,white",gray,2.0,4.0,2.0,13.210961539208743,"[10.4750000173226,13.305000000400469,13.319999998202547,13.20999997551553,13.260000006994233,13.655000017024577,13.305000000400469,13.355000002775341,13.094999972963706,13.29000000259839,13.365000020712614,13.384999998379499,13.389999978244305,13.245000009192154,13.380000018514693,13.724999997066334,13.704999990295619,12.625000003026798,14.005000004544854,12.55499999388121,13.264999986859038,13.380000018514693,13.240000000223517,13.344999984838068,13.464999996358529,13.140000024577603]",26.0,960.0,468.5,False,20.0,20.0,black,1.0,True,2.0,"45,-45",black,1920.0,937.0,,
1898,html-keyboard-response,1898,1517032,0.0-19.0-0.0-14.0-1.0-0.0-0.0-1.0-2.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1899,html-keyboard-response,1899,1517441,0.0-19.0-0.0-14.0-1.0-0.0-0.0-1.0-3.48,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900,html-keyboard-response,1900,1517700,0.0-19.0-0.0-14.0-1.0-0.0-0.0-1.0-0.49,,"<div style=""font-size:60px;"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901,RDK,1901,1518270,0.0-19.0-0.0-14.0-1.0-0.0-0.0-1.0-1.49,569.0799999865703,,80.0,,True,"k,p",p,4000.0,True,2.0,100.0,1.0,"-90,-90","0,0.2500159856932937",0.0,2.0,7.0,2.0,140.0,550.0,"white,white",gray,2.0,4.0,2.0,13.2526190476104,"[9.789999981876463,13.245000009192154,13.310000009369105,13.294999982463196,13.480000023264438,13.28999997349456,13.360000011743978,13.269999995827675,13.355000002775341,13.405000005150214,13.279999984661117,13.33000001613982,13.444999989587814,13.475000014295802,13.149999984307215,13.29000000259839,13.280000013764948,13.37000000057742,13.364999991608784,13.360000011743978,13.324999978067353,13.225000002421439,13.510000018868595,13.27499997569248,13.37000000057742,13.295000011567026,13.33000001613982,13.359999982640147,13.254999998025596,13.460000016493723,13.319999998202547,13.225000002421439,13.399999996181577,13.364999991608784,13.245000009192154,13.474999985191971,13.345000013941899,16.21000000159256,10.864999989280477,12.879999994765967,13.300000020535663,13.429999991785735]",42.0,960.0,468.5,False,20.0,20.0,black,1.0,True,2.0,"45,-45",black,1920.0,937.0,,
1902,html-keyboard-response,1902,1518823,0.0-19.0-0.0-14.0-1.0-0.0-0.0-1.0-2.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1903,html-keyboard-response,1903,1519324,0.0-19.0-0.0-14.0-1.0-0.0-0.0-1.0-3.49,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1904,html-keyboard-response,1904,1519576,0.0-19.0-0.0-14.0-1.0-0.0-0.0-1.0-0.50,,"<div style=""font-size:60px;"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1905,RDK,1905,1520057,0.0-19.0-0.0-14.0-1.0-0.0-0.0-1.0-1.50,480.2900000067892,,80.0,,True,"k,p",p,4000.0,True,2.0,100.0,1.0,"-90,-90","0.6,0",0.0,2.0,7.0,2.0,140.0,550.0,"white,white",gray,2.0,4.0,2.0,13.368428571681893,"[14.634999999543652,13.315000018337741,13.099999981932342,13.310000009369105,13.394999987212941,13.310000009369105,13.349999993806705,13.345000013941899,13.319999998202547,13.294999982463196,13.365000020712614,13.355000002775341,13.394999987212941,13.41000001411885,13.16999999107793,13.399999996181577,13.280000013764948,13.339999975869432,13.310000009369105,13.360000011743978,13.37000000057742,13.349999993806705,13.284999993629754,13.349999993806705,13.384999998379499,13.295000011567026,13.32999998703599,13.395000016316772,13.275000004796311,13.404999976046383,13.320000027306378,13.384999998379499,17.42499999818392,9.289999987231568,13.275000004796311]",35.0,960.0,468.5,False,20.0,20.0,black,1.0,True,2.0,"45,-45",black,1920.0,937.0,,
1906,html-keyboard-response,1906,1520610,0.0-19.0-0.0-14.0-1.0-0.0-0.0-1.0-2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1907,html-keyboard-response,1907,1521118,0.0-19.0-0.0-14.0-1.0-0.0-0.0-1.0-3.50,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1908,html-keyboard-response,1908,1521377,0.0-19.0-0.0-14.0-1.0-0.0-0.0-1.0-0.51,,"<div style=""font-size:60px;"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1909,RDK,1909,1523414,0.0-19.0-0.0-14.0-1.0-0.0-0.0-1.0-1.51,2036.3649999781048,,75.0,,True,"k,p",k,4000.0,True,2.0,100.0,1.0,"90,90","0,0.07740319523236903",0.0,2.0,7.0,2.0,140.0,550.0,"white,white",gray,2.0,4.0,2.0,13.3411513157434,"[13.994999986607581,13.254999998025596,13.345000013941899,13.244999980088323,13.345000013941899,13.399999996181577,13.299999991431832,13.275000004796311,13.33000001613982,13.534999976400286,13.204999995650724,13.475000014295802,13.199999986682087,13.395000016316772,13.32999998703599,13.225000002421439,13.33000001613982,13.384999998379499,13.514999998733401,13.154999993275851,13.379999989410862,13.340000004973263,13.440000009723008,13.29000000259839,13.204999995650724,13.310000009369105,13.494999991962686,13.299999991431832,13.44999999855645,13.13000000664033,13.355000002775341,13.435000000754371,13.44999999855645,13.295000011567026,13.224999973317608,13.415000023087487,13.334999996004626,13.145000004442409,13.429999991785735,13.355000002775341,13.279999984661117,13.44999999855645,13.195000006817281,13.349999993806705,13.345000013941899,13.355000002775341,13.470000005327165,13.355000002775341,13.259999977890402,13.355000002775341,13.384999998379499,13.510000018868595,13.139999995473772,13.309999980265275,13.275000004796311,13.475000014295802,13.269999995827675,13.40999998501502,13.29000000259839,13.415000023087487,13.189999997848645,13.435000000754371,13.379999989410862,13.29000000259839,13.264999986859038,13.384999998379499,13.25000001816079,13.344999984838068,13.479999994160607,13.445000018691644,13.080000004265457,13.29000000259839,13.379999989410862,13.464999996358529,13.230000011390075,13.324999978067353,13.360000011743978,16.39999999315478,13.360000011743978,10.760000004665926,12.939999985974282,13.269999995827675,13.360000011743978,13.299999991431832,13.399999996181577,13.155000022379681,13.419999973848462,13.455000007525086,13.340000004973263,13.41000001411885,13.134999986505136,13.444999989587814,13.485000003129244,13.180000009015203,13.319999998202547,13.375000009546056,13.509999989764765,13.0899999930989,13.44999999855645,13.280000013764948,13.214999984484166,13.395000016316772,13.455000007525086,13.204999995650724,13.355000002775341,13.394999987212941,13.360000011743978,13.214999984484166,13.390000007348135,13.32999998703599,13.295000011567026,13.379999989410862,13.390000007348135,13.41000001411885,13.204999995650724,13.32999998703599,13.384999998379499,13.350000022910535,13.269999995827675,13.334999996004626,13.44999999855645,13.32999998703599,13.315000018337741,13.394999987212941,13.555000012274832,13.004999986151233,13.340000004973263,13.379999989410862,13.355000002775341,13.295000011567026,13.379999989410862,13.230000011390075,13.414999993983656,13.505000009899959,13.24999998905696,13.234999991254881,13.395000016316772,13.254999998025596,13.399999996181577,13.355000002775341,13.175000000046566,13.494999991962686,13.310000009369105,13.394999987212941,13.319999998202547,13.345000013941899,13.32999998703599,13.375000009546056,13.384999998379499,13.225000002421439,13.37000000057742,13.275000004796311]",152.0,960.0,468.5,False,20.0,20.0,black,1.0,True,2.0,"45,-45",black,1920.0,937.0,,
1910,html-keyboard-response,1910,1523966,0.0-19.0-0.0-14.0-1.0-0.0-0.0-1.0-2.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911,html-keyboard-response,1911,1524367,0.0-19.0-0.0-14.0-1.0-0.0-0.0-1.0-3.51,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1912,html-keyboard-response,1912,1524620,0.0-19.0-0.0-14.0-1.0-0.0-0.0-1.0-0.52,,"<div style=""font-size:60px;"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1913,RDK,1913,1525086,0.0-19.0-0.0-14.0-1.0-0.0-0.0-1.0-1.52,464.945000014268,,75.0,,True,"k,p",k,4000.0,True,2.0,100.0,1.0,"90,90","0,0.6",0.0,2.0,7.0,2.0,140.0,550.0,"white,white",gray,2.0,4.0,2.0,13.298382353455322,"[12.21000001532957,13.334999996004626,13.240000000223517,13.305000000400469,13.340000004973263,13.305000000400469,13.424999982817098,13.230000011390075,13.37000000057742,13.305000000400469,13.425000011920929,13.229999982286245,13.444999989587814,13.225000002421439,13.345000013941899,13.310000009369105,13.509999989764765,13.234999991254881,13.349999993806705,13.235000020358711,13.399999996181577,13.375000009546056,13.254999998025596,13.444999989587814,13.310000009369105,13.284999993629754,13.435000000754371,13.630000001285225,13.054999988526106,13.345000013941899,13.260000006994233,13.309999980265275,13.405000005150214,13.260000006994233]",34.0,960.0,468.5,False,20.0,20.0,black,1.0,True,2.0,"45,-45",black,1920.0,937.0,,
1914,html-keyboard-response,1914,1525639,0.0-19.0-0.0-14.0-1.0-0.0-0.0-1.0-2.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1915,html-keyboard-response,1915,1526240,0.0-19.0-0.0-14.0-1.0-0.0-0.0-1.0-3.52,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1916,html-keyboard-response,1916,1526498,0.0-19.0-0.0-14.0-1.0-0.0-0.0-1.0-0.53,,"<div style=""font-size:60px;"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1917,RDK,1917,1527039,0.0-19.0-0.0-14.0-1.0-0.0-0.0-1.0-1.53,532.0800000044983,,80.0,,True,"k,p",p,4000.0,True,2.0,100.0,1.0,"90,-90","0.17261279046092465,0.2500159856932937",0.0,2.0,7.0,2.0,140.0,550.0,"white,white",gray,2.0,4.0,2.0,13.154875000327593,"[6.2800000014249235,13.474999985191971,13.260000006994233,13.29000000259839,13.505000009899959,13.204999995650724,13.264999986859038,13.395000016316772,13.254999998025596,13.364999991608784,13.390000007348135,13.539999985368922,13.080000004265457,13.565000001108274,13.074999995296821,13.435000000754371,14.50499999918975,12.150000024121255,13.19499997771345,13.285000022733584,14.230000000679865,12.55499999388121,13.199999986682087,13.310000009369105,13.240000000223517,13.500000000931323,13.245000009192154,13.324999978067353,13.445000018691644,13.374999980442226,13.120000017806888,13.414999993983656,13.429999991785735,13.240000000223517,13.33000001613982,13.420000002952293,13.364999991608784,13.284999993629754,13.260000006994233,13.390000007348135]",40.0,960.0,468.5,False,20.0,20.0,black,1.0,True,2.0,"45,-45",black,1920.0,937.0,,
1918,html-keyboard-response,1918,1527592,0.0-19.0-0.0-14.0-1.0-0.0-0.0-1.0-2.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1919,html-keyboard-response,1919,1527993,0.0-19.0-0.0-14.0-1.0-0.0-0.0-1.0-3.53,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920,html-keyboard-response,1920,1528245,0.0-19.0-0.0-14.0-1.0-0.0-0.0-1.0-0.54,,"<div style=""font-size:60px;"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1921,RDK,1921,1528779,0.0-19.0-0.0-14.0-1.0-0.0-0.0-1.0-1.54,532.359999982873,,80.0,,True,"k,p",p,4000.0,True,2.0,100.0,1.0,"-90,-90","0.07740319523236903,0.17261279046092465",0.0,2.0,7.0,2.0,140.0,550.0,"white,white",gray,2.0,4.0,2.0,13.368974358458312,"[14.694999990751967,13.49000001209788,13.259999977890402,13.37000000057742,13.0500000086613,13.390000007348135,13.334999996004626,13.24999998905696,13.355000002775341,13.280000013764948,13.340000004973263,13.419999973848462,13.245000009192154,13.37000000057742,13.375000009546056,13.279999984661117,13.395000016316772,13.494999991962686,13.160000002244487,13.399999996181577,13.364999991608784,13.334999996004626,13.315000018337741,13.420000002952293,13.164999982109293,13.350000022910535,13.494999991962686,13.199999986682087,13.390000007348135,13.379999989410862,13.189999997848645,13.475000014295802,13.340000004973263,13.309999980265275,13.335000025108457,13.32999998703599,13.275000004796311,13.384999998379499,13.379999989410862]",39.0,960.0,468.5,False,20.0,20.0,black,1.0,True,2.0,"45,-45",black,1920.0,937.0,,
1922,html-keyboard-response,1922,1529331,0.0-19.0-0.0-14.0-1.0-0.0-0.0-1.0-2.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
